CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status,Total_Income,Loan_Income_Ratio
1023,41,Female,Single,Graduate,Salaried,2139,1834,102.0,180,1.0,Rural,0.3895098039215686,1,3973,0.025673294739491568
1024,53,Male,Single,Not Graduate,Salaried,1672,1564,126.0,180,1.0,Urban,0.2568253968253968,1,3236,0.03893695920889988
1025,32,Male,Married,Not Graduate,Salaried,7166,7332,255.0,120,1.0,Urban,0.5685490196078431,1,14498,0.01758863291488481
1026,42,Female,Married,Not Graduate,Salaried,5854,4944,365.0,360,0.0,Rural,0.2958356164383561,0,10798,0.03380255602889424
1027,64,Female,Single,Graduate,Salaried,5459,7865,351.0,180,1.0,Semiurban,0.3796011396011396,0,13324,0.0263434404082858
1028,45,Female,Single,Not Graduate,Salaried,10208,5685,359.0,360,0.0,Urban,0.4427019498607242,0,15893,0.02258856100169886
1029,47,Male,Single,Not Graduate,Salaried,10214,5414,379.0,120,1.0,Rural,0.4123482849604221,0,15628,0.024251343742001535
1030,62,Male,Single,Not Graduate,Self-Employed,11609,6185,161.0,360,1.0,Semiurban,1.105217391304348,0,17794,0.00904799370574351
1031,48,Female,Single,Graduate,Self-Employed,4386,1947,400.0,120,1.0,Urban,0.158325,1,6333,0.06316121901152692
1032,36,Female,Single,Graduate,Self-Employed,3664,1308,214.0,120,0.0,Urban,0.2323364485981308,0,4972,0.04304102976669348
1033,35,Female,Single,Not Graduate,Salaried,11621,2986,328.0,300,0.0,Rural,0.4453353658536585,0,14607,0.02245498733483946
1034,64,Female,Married,Graduate,Salaried,5445,386,76.0,360,1.0,Rural,0.7672368421052631,0,5831,0.013033784942548449
1035,23,Female,Single,Graduate,Salaried,6735,6131,119.0,240,1.0,Semiurban,1.0811764705882352,1,12866,0.009249183895538629
1036,57,Female,Single,Graduate,Salaried,11901,1161,267.0,300,1.0,Rural,0.4892134831460674,0,13062,0.020440973817179606
1037,27,Male,Single,Not Graduate,Self-Employed,9246,3258,499.0,120,1.0,Rural,0.2505811623246493,0,12504,0.03990722968650032
1038,41,Male,Married,Not Graduate,Salaried,13475,6121,414.0,240,1.0,Semiurban,0.4733333333333333,0,19596,0.02112676056338028
1039,29,Male,Single,Graduate,Self-Employed,4090,7053,238.0,180,1.0,Rural,0.4681932773109243,1,11143,0.02135870052948039
1040,59,Female,Married,Graduate,Salaried,9254,4811,382.0,180,1.0,Semiurban,0.3681937172774869,0,14065,0.02715961606825453
1041,38,Female,Married,Graduate,Self-Employed,6434,6574,484.0,300,1.0,Semiurban,0.2687603305785124,0,13008,0.03720787207872079
1042,24,Female,Single,Not Graduate,Salaried,5576,6697,355.0,240,1.0,Semiurban,0.3457183098591549,0,12273,0.028925283141856106
1043,45,Female,Single,Not Graduate,Self-Employed,6685,3933,272.0,360,1.0,Rural,0.6137572254335261,1,10618,0.025616877001318514
1044,34,Female,Single,Graduate,Salaried,2593,7583,68.0,240,0.0,Semiurban,1.4964705882352942,0,10176,0.0066823899371069185
1045,29,Female,Single,Graduate,Self-Employed,5380,2847,306.0,300,1.0,Rural,0.2688562091503268,1,8227,0.03719460313601556
1046,46,Male,Single,Graduate,Salaried,12186,4521,345.0,360,0.0,Semiurban,0.4842608695652174,0,16707,0.020650026934817742
1047,22,Male,Single,Graduate,Self-Employed,8059,1439,465.0,360,1.0,Rural,0.204258064516129,0,9498,0.04895767530006317
1048,40,Female,Single,Not Graduate,Self-Employed,12271,6169,71.0,180,1.0,Semiurban,2.5971830985915494,1,18440,0.0038503253796095447
1049,48,Male,Single,Graduate,Salaried,12180,3442,417.0,240,1.0,Urban,0.3746282973621103,0,15622,0.026693125080015364
1050,27,Female,Married,Not Graduate,Self-Employed,4285,4480,499.0,360,1.0,Urban,0.1756513026052104,0,8765,0.05693097547062179
1051,64,Male,Single,Graduate,Salaried,7565,55,89.0,300,0.0,Urban,0.8561797752808988,0,7620,0.011679790026246719
1052,28,Female,Single,Graduate,Salaried,8039,3324,87.0,180,1.0,Semiurban,1.3060919540229885,0,11363,0.00765642876001056
1053,55,Female,Married,Graduate,Salaried,12450,6777,97.0,360,1.0,Rural,1.9821649484536084,1,19227,0.00504498881780829
1054,34,Male,Married,Graduate,Self-Employed,3074,105,232.0,240,0.0,Semiurban,0.1370258620689655,1,3179,0.07297892418999685
1055,37,Male,Single,Graduate,Self-Employed,7176,3201,124.0,180,1.0,Semiurban,0.8368548387096775,1,10377,0.011949503710128168
1056,56,Female,Single,Not Graduate,Salaried,12065,6992,258.0,240,1.0,Semiurban,0.7386434108527132,1,19057,0.013538332371307131
1057,60,Female,Single,Graduate,Salaried,9560,669,232.0,240,1.0,Semiurban,0.4409051724137931,1,10229,0.022680613940756673
1058,24,Male,Single,Graduate,Self-Employed,5490,4471,484.0,240,1.0,Rural,0.2058057851239669,1,9961,0.048589499046280495
1059,22,Male,Single,Graduate,Self-Employed,6710,742,156.0,180,1.0,Semiurban,0.4776923076923077,1,7452,0.020933977455716585
1060,26,Female,Married,Not Graduate,Self-Employed,6345,966,272.0,360,1.0,Urban,0.3084810126582278,1,7311,0.037204212829982215
1061,62,Male,Single,Not Graduate,Salaried,10785,307,313.0,120,1.0,Urban,0.3543769968051118,0,11092,0.028218535881716553
1062,24,Female,Single,Not Graduate,Salaried,2689,2138,135.0,360,1.0,Urban,0.3575555555555555,1,4827,0.027967681789931635
1063,49,Female,Single,Not Graduate,Salaried,4189,3464,373.0,180,1.0,Semiurban,0.2051742627345844,0,7653,0.0487390565791193
1064,38,Female,Married,Graduate,Salaried,5595,7701,380.0,120,1.0,Rural,0.3498947368421052,0,13296,0.028580024067388687
1065,46,Female,Single,Graduate,Salaried,3375,4897,186.0,120,0.0,Rural,0.4447311827956989,0,8272,0.02248549323017408
1066,64,Female,Single,Graduate,Self-Employed,9268,109,395.0,120,0.0,Rural,0.2373924050632911,0,9377,0.04212434680601472
1067,54,Male,Single,Not Graduate,Salaried,4906,3632,435.0,300,1.0,Semiurban,0.1962758620689655,1,8538,0.05094869992972593
1068,30,Male,Single,Graduate,Self-Employed,11479,5760,385.0,180,1.0,Rural,0.4477662337662337,0,17239,0.022333081965311214
1069,56,Male,Single,Graduate,Self-Employed,5432,6728,144.0,300,1.0,Urban,0.8444444444444444,1,12160,0.011842105263157895
1070,34,Male,Married,Not Graduate,Salaried,11299,4435,375.0,120,1.0,Rural,0.4195733333333333,0,15734,0.023833735858650056
1071,51,Male,Single,Not Graduate,Self-Employed,13440,5684,294.0,300,1.0,Semiurban,0.6504761904761904,0,19124,0.015373352855051245
1072,35,Male,Single,Not Graduate,Salaried,9740,5074,139.0,300,0.0,Semiurban,1.0657553956834531,0,14814,0.009383016065883624
1073,28,Female,Single,Graduate,Self-Employed,14863,6499,108.0,180,1.0,Rural,1.977962962962963,1,21362,0.005055706394532347
1074,34,Male,Married,Graduate,Salaried,6908,1915,452.0,240,1.0,Semiurban,0.1951991150442477,0,8823,0.051229740451093735
1075,43,Male,Married,Not Graduate,Salaried,5361,4263,77.0,300,1.0,Rural,1.2498701298701298,0,9624,0.008000831255195346
1076,60,Female,Married,Graduate,Self-Employed,8906,556,121.0,300,1.0,Rural,0.7819834710743802,1,9462,0.012787994081589515
1077,41,Male,Married,Not Graduate,Salaried,11872,7619,319.0,120,1.0,Urban,0.6110031347962382,0,19491,0.01636652814119337
1078,36,Male,Single,Not Graduate,Self-Employed,12738,5000,73.0,120,1.0,Semiurban,2.4298630136986303,1,17738,0.004115458338031345
1079,38,Female,Married,Graduate,Salaried,4333,104,161.0,120,0.0,Urban,0.2755900621118012,0,4437,0.036285778679287804
1080,44,Male,Single,Not Graduate,Salaried,6785,2047,349.0,360,1.0,Semiurban,0.2530659025787966,0,8832,0.03951539855072464
1081,46,Male,Single,Not Graduate,Salaried,11089,6293,105.0,300,1.0,Rural,1.6554285714285717,1,17382,0.0060407317915084574
1082,45,Male,Married,Not Graduate,Self-Employed,9145,145,272.0,120,1.0,Semiurban,0.3415441176470588,0,9290,0.029278794402583422
1083,61,Female,Married,Graduate,Self-Employed,13518,2763,169.0,180,1.0,Rural,0.9633727810650888,1,16281,0.010380197776549352
1084,49,Male,Married,Not Graduate,Salaried,14266,873,228.0,360,0.0,Semiurban,0.6639912280701754,0,15139,0.015060439923376709
1085,35,Male,Married,Not Graduate,Self-Employed,10523,298,337.0,240,0.0,Urban,0.3210979228486647,0,10821,0.03114314758340264
1086,21,Female,Married,Not Graduate,Salaried,12389,3238,483.0,300,1.0,Urban,0.3235403726708074,1,15627,0.030908043770397388
1087,45,Male,Single,Not Graduate,Self-Employed,6277,5832,474.0,300,1.0,Rural,0.255464135021097,1,12109,0.03914443802130647
1088,27,Female,Married,Not Graduate,Self-Employed,4235,645,499.0,180,1.0,Urban,0.0977955911823647,0,4880,0.10225409836065574
1089,29,Female,Married,Not Graduate,Salaried,9773,6866,330.0,240,1.0,Rural,0.5042121212121212,1,16639,0.019832922651601657
1090,44,Male,Married,Not Graduate,Salaried,9778,7215,421.0,240,1.0,Rural,0.4036342042755344,0,16993,0.024774907314776672
1091,21,Female,Single,Graduate,Salaried,7868,4733,238.0,360,1.0,Rural,0.529453781512605,1,12601,0.018887389889691294
1092,64,Female,Married,Graduate,Salaried,11755,6382,272.0,300,1.0,Semiurban,1.5771304347826087,1,18137,0.014996967524949
1093,28,Male,Single,Not Graduate,Salaried,2321,3078,347.0,120,1.0,Rural,0.1555907780979827,1,5399,0.06427116132617151
1094,44,Female,Married,Graduate,Self-Employed,9025,2511,498.0,180,1.0,Urban,0.2316465863453815,1,11536,0.043169209431345355
1095,31,Female,Married,Graduate,Self-Employed,1662,6596,469.0,180,0.0,Semiurban,0.1760767590618336,0,8258,0.05679341244853475
1096,37,Male,Single,Not Graduate,Salaried,9277,783,298.0,180,1.0,Urban,0.3375838926174496,0,10060,0.029622266401590457
1097,28,Male,Married,Graduate,Salaried,13431,4992,125.0,180,0.0,Rural,1.47384,0,18423,0.006784997014601313
1098,55,Male,Single,Not Graduate,Salaried,12089,370,186.0,120,1.0,Rural,0.6698387096774193,1,12459,0.0149289670117987
1099,55,Female,Single,Not Graduate,Self-Employed,3432,7716,213.0,120,1.0,Urban,0.5233802816901408,1,11148,0.019106566200215284
1100,53,Male,Single,Not Graduate,Salaried,12420,486,282.0,360,0.0,Semiurban,0.4576595744680851,1,12906,0.02185030218503022
1101,25,Female,Married,Not Graduate,Salaried,5035,7378,304.0,300,1.0,Urban,0.4083223684210526,0,12413,0.024490453556755016
1102,62,Female,Married,Not Graduate,Self-Employed,7456,2037,343.0,120,1.0,Rural,0.2767638483965015,0,9493,0.0361318866533235
1103,59,Female,Married,Graduate,Self-Employed,4946,6308,466.0,360,0.0,Semiurban,0.2415021459227467,0,11254,0.041407499555713524
1104,61,Female,Single,Not Graduate,Self-Employed,14903,3196,272.0,240,0.0,Rural,0.8264383561643835,0,18099,0.015028454610751975
1105,48,Female,Married,Graduate,Self-Employed,4290,1360,366.0,300,1.0,Rural,0.1543715846994535,0,5650,0.0647787610619469
1106,27,Female,Single,Not Graduate,Salaried,4207,4287,223.0,120,1.0,Urban,0.380896860986547,1,8494,0.0262538262302802
1107,29,Female,Married,Not Graduate,Self-Employed,9459,4825,394.0,240,1.0,Rural,0.3625380710659898,1,14284,0.027583309997199663
1108,28,Male,Single,Not Graduate,Self-Employed,5433,2261,494.0,360,1.0,Urban,0.155748987854251,0,7694,0.06420587470756434
1109,32,Male,Single,Graduate,Salaried,4885,2621,67.0,120,1.0,Semiurban,1.1202985074626866,0,7506,0.008926192379429789
1110,54,Female,Single,Not Graduate,Salaried,8136,7495,119.0,120,1.0,Rural,1.3135294117647058,1,15631,0.00761307657859382
1111,53,Female,Married,Not Graduate,Salaried,2422,956,387.0,240,1.0,Rural,0.0872868217054263,1,3378,0.11456483126110124
1112,43,Male,Single,Not Graduate,Self-Employed,9589,380,165.0,120,1.0,Semiurban,0.6041818181818182,1,9969,0.016551309058080048
1113,44,Female,Single,Not Graduate,Salaried,11867,6816,129.0,180,1.0,Urban,1.4482945736434107,0,18683,0.006904672697104319
1114,57,Male,Single,Graduate,Self-Employed,11274,3649,64.0,120,1.0,Rural,2.33171875,1,14923,0.004288681900422167
1115,55,Male,Single,Not Graduate,Self-Employed,2064,4893,225.0,300,0.0,Semiurban,0.3092,0,6957,0.03234152652005175
1116,64,Male,Single,Graduate,Self-Employed,4758,238,318.0,240,1.0,Rural,0.1571069182389937,1,4996,0.06365092073658928
1117,60,Female,Single,Not Graduate,Salaried,12289,7699,168.0,300,1.0,Urban,1.1897619047619048,1,19988,0.00840504302581549
1118,42,Female,Married,Graduate,Self-Employed,4000,6843,348.0,360,1.0,Urban,0.3115804597701149,0,10843,0.032094438808447846
1119,47,Male,Married,Graduate,Salaried,6066,1105,237.0,300,1.0,Urban,0.3025738396624473,1,7171,0.033049783851624596
1120,55,Male,Single,Not Graduate,Salaried,10679,1386,106.0,180,1.0,Urban,1.1382075471698114,0,12065,0.008785743887277249
1121,21,Male,Married,Not Graduate,Salaried,8381,2552,248.0,180,1.0,Semiurban,0.4408467741935484,0,10933,0.02268361840300009
1122,55,Male,Married,Graduate,Self-Employed,5136,2249,66.0,300,0.0,Rural,1.118939393939394,0,7385,0.008937034529451592
1123,57,Male,Single,Not Graduate,Self-Employed,7530,7063,483.0,360,1.0,Semiurban,0.3021325051759834,1,14593,0.03309806071404098
1124,34,Female,Single,Not Graduate,Self-Employed,1723,1527,337.0,120,1.0,Urban,0.0964391691394658,1,3250,0.1036923076923077
1125,23,Male,Single,Not Graduate,Salaried,7797,1667,455.0,180,0.0,Urban,0.208,0,9464,0.04807692307692308
1126,21,Female,Single,Graduate,Self-Employed,1850,4132,104.0,300,1.0,Urban,0.5751923076923077,1,5982,0.017385489802741558
1127,25,Male,Single,Not Graduate,Self-Employed,8814,2691,490.0,300,1.0,Urban,0.2347959183673469,1,11505,0.042590178183398525
1128,46,Female,Married,Not Graduate,Self-Employed,3428,7756,318.0,300,0.0,Rural,0.3516981132075472,0,11184,0.028433476394849784
1129,34,Female,Single,Not Graduate,Self-Employed,9243,3672,352.0,120,1.0,Urban,0.366903409090909,1,12915,0.027255129694154084
1130,59,Female,Married,Graduate,Self-Employed,10040,1996,136.0,240,1.0,Rural,0.885,0,12036,0.011299435028248588
1131,47,Female,Single,Not Graduate,Salaried,13969,1425,367.0,360,1.0,Urban,0.4194550408719346,1,15394,0.02384045732103417
1132,29,Female,Single,Graduate,Salaried,6232,2812,487.0,240,1.0,Rural,0.1857084188911704,0,9044,0.05384785493144626
1133,35,Female,Married,Not Graduate,Salaried,2517,6849,78.0,360,1.0,Rural,1.2007692307692308,1,9366,0.008327994875080076
1134,35,Male,Married,Graduate,Salaried,3726,3247,71.0,360,1.0,Urban,0.982112676056338,1,6973,0.01018213107701133
1135,46,Female,Married,Not Graduate,Self-Employed,8706,2592,370.0,300,1.0,Semiurban,0.3053513513513513,0,11298,0.032749159143211186
1136,62,Male,Married,Not Graduate,Salaried,14559,7737,334.0,180,1.0,Semiurban,0.6675449101796407,1,22296,0.01498026551847865
1137,33,Female,Married,Graduate,Self-Employed,8670,1490,97.0,300,0.0,Semiurban,1.0474226804123712,0,10160,0.00954724409448819
1138,52,Female,Married,Graduate,Salaried,14803,1224,54.0,120,1.0,Semiurban,2.967962962962963,1,16027,0.0033693142821488737
1139,59,Male,Single,Graduate,Salaried,7707,2587,299.0,360,0.0,Semiurban,0.3442809364548495,1,10294,0.029046046240528464
1140,52,Female,Married,Not Graduate,Salaried,13816,7714,212.0,180,1.0,Urban,1.015566037735849,1,21530,0.009846725499303297
1141,24,Male,Single,Not Graduate,Self-Employed,3919,3064,251.0,360,0.0,Urban,0.278207171314741,0,6983,0.03594443648861521
1142,50,Male,Single,Not Graduate,Self-Employed,7740,6118,150.0,360,1.0,Urban,0.9238666666666666,0,13858,0.010824072737768798
1143,57,Male,Married,Not Graduate,Salaried,3393,7804,120.0,300,1.0,Urban,0.9330833333333334,0,11197,0.010717156381173529
1144,43,Male,Single,Graduate,Self-Employed,6822,6537,479.0,180,1.0,Urban,0.2788935281837161,0,13359,0.035855977243805674
1145,59,Female,Married,Not Graduate,Salaried,12732,832,212.0,180,1.0,Urban,0.639811320754717,1,13564,0.015629607785314067
1146,35,Female,Married,Not Graduate,Salaried,11760,7209,222.0,360,1.0,Rural,0.8544594594594594,0,18969,0.011703305393009648
1147,63,Male,Single,Not Graduate,Salaried,9218,4692,190.0,180,1.0,Rural,0.7321052631578947,0,13910,0.013659237958303379
1148,49,Female,Single,Not Graduate,Self-Employed,8378,2440,187.0,180,1.0,Urban,0.5785026737967914,0,10818,0.017286004806803475
1149,56,Female,Married,Not Graduate,Salaried,2625,4795,272.0,300,1.0,Urban,0.6452173913043479,1,7420,0.036657681940700806
1150,33,Male,Married,Not Graduate,Salaried,4617,1646,247.0,240,0.0,Rural,0.2535627530364372,0,6263,0.039437969024429184
1151,52,Female,Single,Not Graduate,Salaried,5661,7950,377.0,120,1.0,Rural,0.3610344827586207,0,13611,0.027698185291308502
1152,27,Male,Single,Graduate,Self-Employed,5542,6114,277.0,240,1.0,Urban,0.4207942238267148,1,11656,0.02376458476321208
1153,42,Male,Single,Not Graduate,Salaried,14922,440,330.0,180,1.0,Rural,0.4655151515151515,0,15362,0.021481577919541726
1154,48,Female,Single,Not Graduate,Self-Employed,5933,5956,221.0,360,1.0,Semiurban,0.5379638009049774,1,11889,0.01858861132138952
1155,22,Female,Married,Not Graduate,Salaried,11862,5736,365.0,120,1.0,Semiurban,0.4821369863013698,1,17598,0.02074099329469258
1156,62,Female,Married,Not Graduate,Self-Employed,10138,1529,480.0,120,1.0,Semiurban,0.2430625,0,11667,0.041141681666238106
1157,26,Male,Married,Graduate,Salaried,4158,2965,89.0,360,1.0,Rural,0.8003370786516854,1,7123,0.01249473536431279
1158,48,Male,Single,Graduate,Salaried,13054,2367,56.0,120,1.0,Urban,2.75375,1,15421,0.003631411711302769
1159,48,Female,Single,Graduate,Self-Employed,12410,6696,223.0,360,1.0,Urban,0.8567713004484305,1,19106,0.01167172615932168
1160,64,Female,Single,Graduate,Self-Employed,4983,3286,200.0,120,1.0,Urban,0.41345,1,8269,0.024186721489902044
1161,64,Female,Married,Graduate,Salaried,4444,5190,260.0,240,1.0,Rural,0.3705384615384615,0,9634,0.026987751712684242
1162,40,Female,Married,Graduate,Self-Employed,14068,4663,351.0,120,1.0,Rural,0.5336467236467236,0,18731,0.018738988842026585
1163,50,Female,Married,Not Graduate,Salaried,8710,7062,135.0,300,0.0,Semiurban,1.1682962962962964,0,15772,0.008559472482881055
1164,31,Female,Married,Graduate,Salaried,9153,4331,446.0,360,0.0,Rural,0.3023318385650224,0,13484,0.03307623850489469
1165,48,Male,Married,Graduate,Salaried,10287,1304,302.0,120,1.0,Semiurban,0.3838079470198675,0,11591,0.02605469761021482
1166,45,Male,Married,Not Graduate,Self-Employed,3486,3034,70.0,360,0.0,Semiurban,0.9314285714285714,1,6520,0.010736196319018405
1167,59,Female,Married,Graduate,Salaried,12442,3688,306.0,300,1.0,Urban,0.527124183006536,0,16130,0.0189708617482951
1168,53,Female,Married,Not Graduate,Self-Employed,2574,3973,428.0,120,1.0,Rural,0.1529672897196261,0,6547,0.06537345349014816
1169,21,Female,Married,Not Graduate,Salaried,13661,1185,452.0,120,1.0,Urban,0.3284513274336283,1,14846,0.030445911356594368
1170,47,Male,Single,Graduate,Self-Employed,5805,3262,430.0,300,0.0,Urban,0.210860465116279,0,9067,0.04742472703209441
1171,33,Female,Married,Not Graduate,Self-Employed,13913,5128,272.0,300,1.0,Rural,0.3862271805273833,1,19041,0.014284964024998688
1172,61,Female,Single,Graduate,Salaried,14279,2107,82.0,300,1.0,Rural,1.9982926829268293,1,16386,0.005004271939460515
1173,23,Female,Single,Graduate,Self-Employed,13272,7036,309.0,360,1.0,Semiurban,0.6572168284789645,1,20308,0.015215678550324995
1174,59,Female,Married,Not Graduate,Salaried,4507,1840,283.0,300,1.0,Semiurban,0.2242756183745583,1,6347,0.04458799432802899
1175,26,Male,Married,Not Graduate,Salaried,2469,4320,52.0,360,1.0,Semiurban,1.305576923076923,1,6789,0.007659449108852556
1176,28,Female,Single,Graduate,Salaried,10272,5938,396.0,240,1.0,Semiurban,0.4093434343434343,1,16210,0.024429364589759407
1177,47,Female,Single,Not Graduate,Salaried,4324,2747,357.0,120,1.0,Urban,0.1980672268907563,0,7071,0.050487908358082305
1178,29,Female,Married,Not Graduate,Salaried,13693,4677,276.0,120,1.0,Urban,0.6655797101449276,1,18370,0.015024496461622211
1179,57,Female,Single,Graduate,Self-Employed,2711,7972,333.0,180,1.0,Rural,0.3208108108108108,1,10683,0.031171019376579612
1180,53,Male,Married,Graduate,Salaried,1729,7454,119.0,240,1.0,Semiurban,0.7716806722689076,1,9183,0.012958728084503974
1181,62,Male,Married,Not Graduate,Self-Employed,5784,7137,488.0,300,1.0,Semiurban,0.2647745901639344,0,12921,0.037767974614967885
1182,64,Female,Married,Graduate,Self-Employed,4685,4264,362.0,300,0.0,Semiurban,0.2472099447513812,0,8949,0.04045144708906023
1183,44,Male,Single,Graduate,Salaried,2001,3133,413.0,240,1.0,Urban,0.1243099273607748,1,5134,0.08044409816906896
1184,35,Male,Single,Graduate,Self-Employed,11824,3420,272.0,300,1.0,Rural,0.5031023102310231,0,15244,0.01784308580425085
1185,52,Male,Married,Graduate,Salaried,1548,1465,193.0,180,1.0,Urban,0.1561139896373057,1,3013,0.06405575838035181
1186,52,Male,Single,Graduate,Self-Employed,5066,4109,73.0,360,1.0,Rural,1.2568493150684932,1,9175,0.007956403269754768
1187,44,Female,Single,Graduate,Self-Employed,4555,2211,272.0,120,1.0,Rural,0.1427426160337552,1,6766,0.04020100502512563
1188,61,Female,Single,Graduate,Self-Employed,10380,5539,283.0,240,1.0,Urban,0.5625088339222615,1,15919,0.017777498586594637
1189,32,Male,Single,Not Graduate,Salaried,1886,2804,382.0,120,1.0,Urban,0.1227748691099476,1,4690,0.0814498933901919
1190,59,Male,Single,Graduate,Self-Employed,2469,5966,224.0,360,1.0,Rural,0.3765625,1,8435,0.026556016597510373
1191,22,Female,Single,Not Graduate,Salaried,13152,1543,381.0,240,1.0,Urban,0.3856955380577427,0,14695,0.025927186117727118
1192,23,Male,Single,Not Graduate,Self-Employed,10697,1689,272.0,360,1.0,Urban,0.3311764705882353,1,12386,0.02196027773292427
1193,57,Female,Married,Not Graduate,Self-Employed,7320,1571,406.0,300,1.0,Rural,0.2189901477832512,1,8891,0.04566415476324373
1194,37,Female,Single,Graduate,Self-Employed,4552,7727,208.0,300,1.0,Rural,0.5903365384615384,1,12279,0.01693949018649727
1195,22,Male,Single,Graduate,Self-Employed,13109,7764,397.0,300,1.0,Semiurban,0.5257682619647355,1,20873,0.01901978632683371
1196,22,Male,Single,Not Graduate,Salaried,8897,5147,397.0,360,1.0,Urban,0.3537531486146095,0,14044,0.02826829962973512
1197,48,Male,Single,Graduate,Salaried,3802,5827,335.0,360,1.0,Rural,0.2874328358208955,1,9629,0.034790736317374595
1198,43,Female,Single,Not Graduate,Self-Employed,3783,4541,67.0,360,0.0,Urban,1.2423880597014925,0,8324,0.008049014896684286
1199,57,Male,Single,Graduate,Self-Employed,11299,3279,93.0,120,1.0,Urban,1.5675268817204302,1,14578,0.006379475922623131
1200,52,Female,Single,Graduate,Salaried,5866,3541,204.0,360,1.0,Rural,0.4611274509803921,0,9407,0.021685978526629106
1201,53,Male,Single,Not Graduate,Salaried,1622,4811,404.0,300,1.0,Semiurban,0.1592326732673267,0,6433,0.06280118140836313
1202,21,Female,Married,Not Graduate,Salaried,8299,3023,459.0,180,1.0,Rural,0.2466666666666666,1,11322,0.04054054054054054
1203,39,Male,Single,Not Graduate,Salaried,10972,818,426.0,360,1.0,Rural,0.2767605633802817,0,11790,0.036132315521628496
1204,22,Female,Single,Graduate,Self-Employed,5227,6247,280.0,180,1.0,Urban,0.4097857142857143,0,11474,0.02440299808262158
1205,64,Male,Single,Not Graduate,Self-Employed,9950,6885,420.0,300,1.0,Semiurban,0.4008333333333333,1,16835,0.02494802494802495
1206,46,Male,Single,Graduate,Salaried,10639,4521,365.0,360,1.0,Rural,0.4153424657534246,0,15160,0.024076517150395778
1207,52,Male,Married,Graduate,Salaried,6458,1124,451.0,120,1.0,Urban,0.1681152993348115,0,7582,0.059482986019519915
